Dia,Casos_Totales,Tasa_Ataque
2021-04-27,26689,0
2021-04-28,27131,0
2021-04-29,27272,0
2021-04-30,27464,0
2021-05-01,27555,0
2021-05-02,27851,0
2021-05-03,27940,0
2021-05-04,28045,0
2021-05-05,28447,0
2021-05-06,28630,0
2021-05-07,28782,0
2021-05-08,28901,0
2021-05-09,29149,0
2021-05-10,29240,0
2021-05-11,29384,0
2021-05-12,29625,0
2021-05-13,29818,0
2021-05-14,29921,0
2021-05-15,30014,0
2021-05-16,30140,0
2021-05-17,30183,0
2021-05-18,30309,0
2021-05-19,30530,0
2021-05-20,30655,0
2021-05-21,30765,0
2021-05-22,30877,0
2021-05-23,30877,0
2021-05-24,31021,0
2021-05-25,31124,0
2021-05-26,31250,0
2021-05-27,31461,0
2021-05-28,31520,0
2021-05-29,31576,0
2021-05-30,31576,0
2021-05-31,31739,0
2021-06-01,31818,0
2021-06-02,31828,0
2021-06-03,32334,0
2021-06-04,32400,0
2021-06-05,32497,0
2021-06-06,32595,0
2021-06-07,32629,0
2021-06-08,32676,0
2021-06-09,32818,0
2021-06-10,32891,0
2021-06-11,32951,0
2021-06-12,33014,0
2021-06-13,33016,0
2021-06-14,33156,0
2021-06-15,33163,0
2021-06-16,33170,0
2021-06-17,33245,0
2021-06-18,33266,0
2021-06-19,33327,0
2021-06-20,33331,0
2021-06-21,33337,0
2021-06-22,33342,0
2021-06-23,33354,0
2021-06-24,33364,0
2021-06-25,33366,0
2021-06-26,33367,0
2021-06-27,33368,0
2021-06-28,33385,0
2021-06-29,33430,0
2021-06-30,33517,0
2021-07-01,33526,0
2021-07-02,33596,0
2021-07-03,33640,0
2021-07-04,33664,0
2021-07-05,33675,0
2021-07-06,33677,0
2021-07-07,33680,0
2021-07-08,33685,0
2021-07-09,33691,0
2021-07-10,33694,0
2021-07-11,33695,0
2021-07-12,33706,0
2021-07-13,33709,0
2021-07-14,33712,0
2021-07-15,33713,0
2021-07-16,33714,0
2021-07-17,33719,0
2021-07-18,33719,0
2021-07-19,33723,0
2021-07-20,33727,0
2021-07-21,33730,0
2021-07-22,33736,0
2021-07-23,33738,0
2021-07-24,33740,0
2021-07-25,33741,0
2021-07-26,33743,0
2021-07-27,33746,0
2021-07-28,33746,0
2021-07-29,33746,0
2021-07-30,33746,0
2021-07-31,33746,0
2021-08-01,33746,0
2021-08-02,33774,0
2021-08-03,33787,0
2021-08-04,33791,0
2021-08-05,33794,0
2021-08-06,33821,0
2021-08-07,33822,0
2021-08-08,33822,0
2021-08-09,33844,0
2021-08-10,33879,0
2021-08-11,33881,0
2021-08-12,33882,0
2021-08-13,33884,0
2021-08-14,33898,0
2021-08-15,33899,0
2021-08-16,33904,0
2021-08-17,33907,0
2021-08-18,33911,0
2021-08-19,33913,0
2021-08-20,33917,0
2021-08-21,33921,0
2021-08-22,33922,0
2021-08-23,33922,0
2021-08-24,33923,0
2021-08-25,33926,0
2021-08-26,33951,0
2021-08-27,33933,0
2021-08-28,33931,0
2021-08-29,33931,0
2021-08-30,33934,0
2021-08-31,33935,0
2021-09-01,33937,0
2021-09-02,33939,0
2021-09-03,33942,0
2021-09-04,33943,0
2021-09-05,33943,0
2021-09-06,33946,0
2021-09-07,33947,0
2021-09-08,33947,0
2021-09-09,33952,0
2021-09-10,33953,0
2021-09-11,33955,0
2021-09-12,33957,0
2021-09-13,33959,0
2021-09-14,33965,0
2021-09-15,33971,0
2021-09-16,33974,0
2021-09-17,33976,0
2021-09-18,33977,0
2021-09-19,33982,0
2021-09-20,33983,0
2021-09-21,33983,0
2021-09-22,33987,0
2021-09-23,33990,0
2021-09-24,33992,0
2021-09-25,33993,0
2021-09-26,33993,0
2021-09-27,33999,0
2021-09-28,34001,0
2021-09-29,34008,0
2021-09-30,34011,0
2021-10-01,34013,0
2021-10-02,34014,0
2021-10-03,34015,0
2021-10-04,34016,0
2021-10-05,34020,0
2021-10-06,34021,0
2021-10-07,34021,0
2021-10-08,34021,0
2021-10-09,34021,0
2021-10-10,34023,0
2021-10-11,34026,0
2021-10-12,33883,0
