Dia,Muertes_Totales,Tasa_Mortalidad
2021-11-21,2377,6.6
2021-11-22,2378,6.6
2021-11-23,2355,6.54
2021-11-24,2355,6.54
2021-11-25,2357,6.54
2021-11-26,2358,6.54
2021-11-27,2359,6.55
2021-11-28,2360,6.55
2021-11-29,2361,6.55
2021-11-30,2365,6.56
2021-12-01,2364,6.56
2021-12-02,2364,6.56
