Dia,Muertes_Totales,Tasa_Mortalidad
2021-11-21,1907,5.89
2021-11-22,1907,5.89
2021-11-23,1906,5.89
2021-11-24,1906,5.89
2021-11-25,1907,5.89
2021-11-26,1908,5.89
2021-11-27,1907,5.89
2021-11-28,1908,5.89
2021-11-29,1908,5.89
2021-11-30,1915,5.91
2021-12-01,1911,5.9
2021-12-02,1909,5.89
2021-12-03,1908,5.89
2021-12-04,1909,5.89
2021-12-05,1910,5.9
