Fecha,Casos,Fallecidos,Pruebas,Recuperados,Hospitalizados
2021-11-03,2203310,200326,19162650,2182302,3014
2021-11-04,2204424,200350,19206158,2183409,3065
2021-11-05,2205486,200373,19253562,2184508,3084
2021-11-06,2206556,200409,19300645,2185612,3045
2021-11-07,2207510,200438,19345563,2186590,3119
2021-11-08,2207890,200469,19364380,2186951,3196
2021-11-09,2208891,200502,19405865,2188042,3255
2021-11-10,2210129,200532,19455747,2189378,3238
2021-11-11,2211366,200554,19503585,2190703,3193
2021-11-12,2212514,200573,19552599,2191955,3258
2021-11-13,2213548,200605,19599815,2193056,3203
2021-11-14,2214543,200635,19641289,2194127,3416
2021-11-15,2215373,200672,19664890,2194989,3392
2021-11-16,2216832,200695,19707040,2196596,3393
2021-11-17,2218202,200741,19752740,2198039,3330
2021-11-18,2219617,200767,19798022,2199566,3235
2021-11-19,2221154,200801,19846203,2201170,3250
2021-11-20,2222879,200833,19894374,2203028,3244
2021-11-21,2224344,200866,19939334,2204525,3234
2021-11-22,2225117,200894,19964326,2205275,3210
2021-11-23,2226656,200931,20008200,2206930,3181
2021-11-24,2228212,200961,20059723,2208575,3217
2021-11-25,2229741,200987,20109465,2210240,3177
2021-11-26,2231175,201026,20157400,2211774,3106
2021-11-27,2232749,201071,20204659,2213380,3069
2021-11-28,2234075,201108,20249074,2214771,3085
2021-11-29,2234970,201144,20273392,2215631,3127
2021-11-30,2236351,201176,20314089,2217002,3128
2021-12-01,2237842,201209,20363118,2218490,3130
2021-12-02,2239421,201282,20414072,2220089,3139
2021-12-03,2241027,201326,20463224,2221793,3109
2021-12-04,2242646,201360,20511702,2223523,3132
2021-12-05,2243415,201379,20555444,2224331,3102
2021-12-06,2245146,201421,20580665,2226093,3091
2021-12-07,2246633,201450,20623407,2227617,3078
2021-12-08,2248447,201490,20674445,2229549,3054
2021-12-09,2249671,201527,20708063,2230818,3052
2021-12-10,2251027,201650,20753581,2232282,3082
2021-12-11,2252846,201733,20806885,2234285,3028
2021-12-12,2254373,201770,20854234,2235884,3028
2021-12-13,2255318,201848,20879254,2236843,2997
2021-12-14,2256796,201902,20921494,2238476,2947
2021-12-15,2258456,201992,20969226,2240189,2937
2021-12-16,2260180,202076,21022179,2241999,2981
2021-12-17,2261883,202120,21074547,2243798,2871
2021-12-18,2263739,202154,21125401,2245774,2908
2021-12-19,2265320,202225,21169755,2247460,2913
2021-12-20,2266205,202295,21192993,2248377,2928
2021-12-21,2267715,202338,21231952,2250006,2923
2021-12-22,2269497,202375,21280472,2251832,2927
2021-12-23,2271549,202424,21333592,2253941,2916
2021-12-24,2272885,202454,21352702,2255325,2866
2021-12-25,2278807,202488,21507541,2261437,2796
2021-12-26,2279299,202524,21524736,2261972,2848
2021-12-27,2281362,202550,21550239,2264036,2904
2021-12-28,2283474,202584,21591818,2266183,2946
2021-12-29,2287494,202584,21656119,2270349,3199
2021-12-30,2292254,202653,21725629,2275087,3386
2021-12-31,2296831,202690,21790289,2279739,3482
2022-01-01,2301177,202741,21843645,2283768,3499
2022-01-02,2302678,202782,21861790,2285361,3535
2022-01-03,2304674,202818,21881553,2287484,3609
2022-01-04,2309856,202867,21929599,2292626,3714
2022-01-05,2318543,202904,21999418,2301359,3796
2022-01-06,2329717,202934,22086761,2312482,3953
2022-01-07,2342550,202981,22173887,2324625,4064
2022-01-08,2358685,203019,22270297,2340784,4319
2022-01-09,2375813,203067,22368752,2357868,4578
2022-01-10,2388289,203097,22430563,2370018,4794
2022-01-11,2412577,203157,22544032,2394195,4751
2022-01-12,2440349,203193,22674737,2421373,4938
2022-01-13,2473709,203255,22824009,2452993,5122
2022-01-14,2512789,203302,22974449,2492357,5381
2022-01-15,2562534,203376,23133453,2541859,5542
2022-01-16,2606126,203464,23289858,2585515,5631
2022-01-17,2631826,203550,23372678,2610800,5705
2022-01-18,2668224,203645,23488903,2647704,5859
2022-01-19,2723166,203750,23656156,2702813,6080
2022-01-20,2780049,203868,23825355,2759887,6497
2022-01-21,2839519,203994,23995453,2816617,6521
2022-01-22,2894215,204141,24166026,2871659,6754
2022-01-23,2946151,204323,24325873,2924142,6684
2022-01-24,2976260,204404,24413349,2954737,6773
2022-01-25,3020756,204587,24547117,3000334,6892
2022-01-26,3070357,204769,24712863,3050454,7061
2022-01-27,3120401,204940,24888301,3101249,7055
2022-01-28,3160732,205112,25035696,3141499,6912
2022-01-29,3196488,205347,25171627,3176829,6801
2022-01-30,3224406,205505,25283300,3204886,6572
2022-01-31,3239538,205834,25338842,3219841,6422
2022-02-01,3262165,205985,25436629,3252721,6378
2022-02-02,3286151,206220,25544384,3281870,6223
2022-02-03,3308693,206406,25652377,3307174,6023
2022-02-04,3331290,206646,25759330,3332422,5896
2022-02-05,3349298,206891,25854325,3349876,5631
2022-02-06,3363489,206984,25933414,3366111,5516
2022-02-07,3372895,207114,25983005,3381206,5274
2022-02-08,3384546,207312,26075030,3397013,4973
2022-02-09,3397637,207536,26171623,3413967,4736
2022-02-10,3411201,207737,26267281,3427229,4591
2022-02-11,3424894,207965,26363363,3440718,4328
2022-02-12,3435753,208120,26447601,3450526,3967
2022-02-13,3445680,208381,26523394,3459988,3741
2022-02-14,3449712,208466,26556891,3467476,3586
2022-02-15,3456789,208622,26620405,3476667,3361
2022-02-16,3466309,208789,26697922,3486321,3239
2022-02-17,3474965,208964,26777800,3494590,3073
2022-02-18,3481752,209110,26843930,3502036,2915
2022-02-19,3490988,209298,26909789,3508799,2808
2022-02-20,3496009,209468,26969707,3514048,2683
2022-02-21,3497896,209641,26997737,3518315,2678
2022-02-22,3500880,209808,27049785,3524413,2516
2022-02-23,3503892,209927,27110980,3529246,2411
2022-02-24,3506075,210116,27166379,3533045,2314
2022-02-25,3508642,210229,27224498,3536538,2214
2022-02-26,3512404,210407,27286215,3539779,2196
2022-02-27,3516264,210538,27340836,3543183,2154
2022-02-28,3517260,210672,27364060,3545168,2068
2022-03-01,3518721,210744,27407063,3547285,2003
2022-03-02,3520604,210851,27460384,3549536,1924
2022-03-03,3522484,210907,27510769,3551590,1890
2022-03-04,3524504,210995,27557825,3553916,1847
2022-03-05,3525940,211032,27602423,3555396,1802
2022-03-06,3527549,211108,27647736,3556888,1762
2022-03-07,3528038,211155,27665850,3557974,1720
2022-03-08,3528939,211252,27699558,3559365,1696
2022-03-09,3530004,211301,27740350,3560709,1650
2022-03-10,3531075,211364,27785664,3561900,1616
2022-03-11,3534687,211423,27851471,3565190,1624
2022-03-12,3535726,211482,27898207,3566229,1562
2022-03-13,3536496,211546,27941525,3567139,1540
2022-03-14,3536842,211579,27960358,3567877,1550
2022-03-15,3537488,211619,28001696,3568927,1513
2022-03-16,3538453,211661,28054106,3569969,1514
2022-03-17,3539400,211691,28107876,3570623,1505
2022-03-18,3540108,211751,28158045,3571347,1495
2022-03-19,3540793,211814,28199031,3572058,1461
2022-03-20,3541397,211865,28238793,3572964,1435
2022-03-21,3541994,211924,28259007,3573858,1415
2022-03-22,3542602,211944,28300965,3574481,1408
2022-03-23,3543179,211981,28350635,3575159,1410
2022-03-24,3543790,212022,28399228,3575732,1401
2022-03-25,3544338,212050,28459124,3576470,1393
2022-03-26,3544862,212102,28511805,3577024,1385
2022-03-27,3545403,212128,28566991,3577578,1377
2022-03-28,3545628,212157,28614628,3577795,1338
2022-03-29,3546083,212179,28626927,3578453,1330
2022-03-30,3546696,212207,28675909,3579174,1336
2022-03-31,3547125,212222,28736342,3579717,1280
2022-04-01,3547606,212256,28804457,3580283,1278
2022-04-02,3548088,212299,28860933,3580719,1259
2022-04-03,3548559,212328,28904299,3581149,1229
2022-04-04,3548717,212354,28937071,3581650,1197
2022-04-05,3549028,212372,28971116,3582177,1205
2022-04-06,3549511,212396,29002138,3582711,1251
2022-04-07,3550240,212420,29043592,3583103,1270
2022-04-08,3550791,212438,29106235,3583600,1239
2022-04-09,3551245,212471,29171760,3584034,1234
2022-04-10,3551540,212486,29204946,3584295,1216
2022-04-11,3551800,212507,29222627,3584580,1196
2022-04-12,3552467,212528,29255017,3585177,1160
2022-04-13,3553210,212547,29296629,3585707,1161
2022-04-14,3554006,212565,29338086,3586154,1144
2022-04-15,3554669,212596,29371506,3586611,1136
2022-04-16,3555139,212619,29380269,3532642,1095
2022-04-17,3555739,212630,29402394,3533199,1119
2022-04-18,3556384,212654,29447514,3539210,1106
2022-04-19,3557139,212676,29453565,3539694,1040
2022-04-20,3557869,212704,29509747,3540078,1063
2022-04-21,3558613,212715,29550426,3540405,1073
2022-04-22,3559343,212724,29592270,3540766,1061
2022-04-23,3560095,212736,29627340,3540985,1053
2022-04-24,3560876,212742,29659485,3541298,1050
2022-04-25,3561677,212761,29673543,3541523,1045
2022-04-26,3562300,212769,29702409,3541926,1031
2022-04-27,3563151,212778,29738803,3542224,1032
2022-04-28,3563929,212798,29778939,3542500,1016
2022-04-29,3564558,212810,29813461,3542733,1090
2022-04-30,3565253,212824,29846819,3543027,993
2022-05-01,3565839,212841,29874150,3543274,999
2022-04-02,3566523,212865,29886697,3543669,997
2022-04-03,3567171,212877,29912021,3544001,988
2022-05-04,3567863,212891,29946934,3544390,978
2022-05-05,3568692,212906,29981447,3544801,1011
2022-05-06,3569026,212913,30012076,3544929,1010
2022-05-07,3569326,212933,30039358,3545049,940
2022-05-08,3569782,212946,30065461,3545174,947
2022-05-09,3570075,212957,30075629,3545498,945
2022-05-10,3570339,212968,30100460,3545770,922
2022-05-11,3570801,212979,30134364,3546249,913
2022-05-12,3571161,213000,30166746,3546684,952
2022-05-13,3571516,213013,30199570,3547219,913
2022-05-14,3571919,213023,30226868,3547461,720
2022-05-15,3572423,213040,30251229,3547781,720
2022-05-16,3572832,213044,30265672,3548226,719
2022-05-17,3573220,213058,30290953,3548698,721
2022-05-18,3573738,213069,30327514,3549111,713
2022-05-19,3574182,213077,30358848,3549710,711
2022-05-20,3574876,213086,30394302,3550245,703
2022-05-21,3575291,213098,30420760,3550581,719
2022-05-22,3576042,213106,30448621,3550541,709
